"BC7" "Males" "Females" "DateDDMMYY" "TimeHHMM" "ScanYYMMDDHHMM" "ScanExperimenter"
"923" "2800644" "1" "1" "181122" "1614" "1614" "022"
"924" "2800654" "2" "1" "181122" "1614" "1614" "022"
"925" "2800664" "0" "1" "181122" "1615" "1615" "022"
"926" "2800674" "0" "2" "181122" "1615" "1615" "022"
"927" "2800694" "0" "1" "181122" "1615" "1615" "022"
"928" "2800506" "0" "1" "181122" "1616" "1616" "022"
"929" "2800511" "3" "3" "181122" "1616" "1616" "022"
"930" "2800526" "1" "3" "181122" "1617" "1617" "022"
"931" "2800531" "2" "1" "181122" "1617" "1617" "022"
"932" "2800551" "3" "2" "181122" "1618" "1618" "022"
"933" "2800571" "6" "6" "181122" "1618" "1618" "022"
"934" "2800581" "1" "1" "181122" "1619" "1619" "022"
"935" "2800591" "0" "1" "181122" "1619" "1619" "022"
"936" "2800512" "2" "1" "181122" "1620" "1620" "022"
"937" "2800532" "0" "4" "181122" "1621" "1621" "022"
"938" "2800542" "0" "1" "181122" "1621" "1621" "022"
"939" "2800552" "5" "3" "181122" "1622" "1622" "022"
"940" "2800562" "0" "2" "181122" "1622" "1622" "022"
"941" "2800572" "3" "3" "181122" "1623" "1623" "022"
"942" "2800592" "1" "1" "181122" "1623" "1623" "022"
"943" "2800503" "0" "1" "181122" "1624" "1624" "022"
"944" "2800513" "2" "3" "181122" "1624" "1624" "022"
"945" "2800533" "3" "0" "181122" "1625" "1625" "022"
"946" "2800553" "2" "2" "181122" "1626" "1626" "022"
"947" "2800563" "0" "1" "181122" "1626" "1626" "022"
"948" "2800593" "3" "0" "181122" "1630" "1630" "022"
"949" "2800534" "0" "2" "181122" "1631" "1631" "022"
"950" "2800549" "0" "1" "181122" "1631" "1631" "022"
"951" "2800554" "1" "2" "181122" "1632" "1632" "022"
"952" "2800574" "2" "3" "181122" "1632" "1632" "022"
"953" "2800584" "0" "2" "181122" "1633" "1633" "022"
"954" "2800589" "1" "1" "181122" "1633" "1633" "022"
"955" "2800505" "0" "2" "181122" "1633" "1633" "022"
"956" "2800510" "1" "1" "181122" "1634" "1634" "022"
"957" "2800515" "2" "2" "181122" "1634" "1634" "022"
"958" "2800535" "4" "1" "181122" "1635" "1635" "022"
"959" "2800555" "5" "2" "181122" "1636" "1636" "022"
"960" "2800575" "1" "2" "181122" "1636" "1636" "022"
"961" "2800590" "8" "7" "181122" "1637" "1637" "022"
"962" "2800595" "4" "1" "181122" "1638" "1638" "022"
"963" "2800406" "3" "3" "181122" "1638" "1638" "022"
"964" "2800431" "6" "4" "181122" "1639" "1639" "022"
"965" "2800446" "4" "2" "181122" "1640" "1640" "022"
"966" "2800471" "1" "1" "181122" "1640" "1640" "022"
"967" "2800486" "0" "6" "181122" "1641" "1641" "022"
"968" "2800412" "1" "5" "181122" "1645" "1645" "022"
"969" "2800427" "2" "6" "181122" "1646" "1646" "022"
"970" "2800452" "1" "1" "181122" "1646" "1646" "022"
"971" "2800467" "1" "0" "181122" "1647" "1647" "022"
"972" "2800472" "2" "2" "181122" "1647" "1647" "022"
"973" "2800492" "4" "1" "181122" "1648" "1648" "022"
"974" "2800408" "2" "1" "181122" "1648" "1648" "022"
"975" "2800413" "4" "2" "181122" "1649" "1649" "022"
"976" "2800428" "2" "0" "181122" "1649" "1649" "022"
"977" "2800433" "2" "1" "181122" "1650" "1650" "022"
"978" "2800453" "0" "1" "181122" "1650" "1650" "022"
"979" "2800468" "1" "0" "181122" "1651" "1651" "022"
"980" "2800493" "4" "4" "181122" "1651" "1651" "022"
"981" "2800414" "3" "3" "181122" "1652" "1652" "022"
"982" "2800429" "1" "0" "181122" "1653" "1653" "022"
"983" "2800434" "1" "1" "181122" "1653" "1653" "022"
"984" "2800454" "5" "2" "181122" "1654" "1654" "022"
"985" "2800474" "3" "6" "181122" "1655" "1655" "022"
"986" "2800494" "2" "0" "181122" "1655" "1655" "022"
"987" "2800410" "11" "8" "181122" "1656" "1656" "022"
"988" "2800415" "3" "0" "181122" "1657" "1657" "022"
"989" "2800430" "1" "0" "181122" "1658" "1658" "022"
"990" "2800435" "3" "3" "181122" "1703" "1703" "022"
"991" "2800450" "6" "2" "181122" "1703" "1703" "022"
"992" "2800455" "1" "1" "181122" "1704" "1704" "022"
"993" "2800475" "2" "2" "181122" "1704" "1704" "022"
"994" "2800490" "7" "5" "181122" "1705" "1705" "022"
"995" "2800495" "4" "3" "181122" "1706" "1706" "022"
"996" "2800331" "4" "2" "181122" "1707" "1707" "022"
"997" "2800391" "7" "4" "181122" "1708" "1708" "022"
"998" "2800312" "2" "3" "181122" "1708" "1708" "022"
"999" "2800327" "2" "0" "181122" "1709" "1709" "022"
"1000" "2800332" "5" "2" "181122" "1709" "1709" "022"
"1001" "2800367" "1" "2" "181122" "1710" "1710" "022"
"1002" "2800372" "2" "5" "181122" "1710" "1710" "022"
"1003" "2800392" "3" "3" "181122" "1711" "1711" "022"
"1004" "2800616" "1" "0" "181122" "1731" "1731" "022"
"1005" "2800636" "1" "0" "181122" "1731" "1731" "022"
"1006" "2800676" "3" "0" "181122" "1732" "1732" "022"
"1007" "2800617" "0" "3" "181122" "1732" "1732" "022"
"1008" "2800657" "1" "0" "181122" "1733" "1733" "022"
"1009" "2800677" "0" "1" "181122" "1733" "1733" "022"
"1010" "2800658" "0" "2" "181122" "1733" "1733" "022"
"1011" "2800698" "1" "0" "181122" "1734" "1734" "022"
"1012" "2800639" "1" "0" "181122" "1734" "1734" "022"
"1013" "2800659" "1" "0" "181122" "1734" "1734" "022"
"1014" "2800699" "1" "0" "181122" "1735" "1735" "022"
"1015" "2800618" "1" "0" "181122" "1735" "1735" "022"
"1016" "2800599" "2" "0" "181122" "1735" "1735" "022"
"1017" "2800536" "1" "1" "181122" "1736" "1736" "022"
"1018" "2800576" "1" "1" "181122" "1736" "1736" "022"
"1019" "2800517" "3" "4" "181122" "1737" "1737" "022"
"1020" "2800596" "1" "0" "181122" "1737" "1737" "022"
"1021" "2800557" "1" "0" "181122" "1738" "1738" "022"
"1022" "2800597" "1" "2" "181122" "1738" "1738" "022"
"1023" "2800538" "0" "1" "181122" "1738" "1738" "022"
"1024" "2800559" "1" "2" "181122" "1739" "1739" "022"
"1025" "2800560" "0" "2" "181122" "1739" "1739" "022"
"1026" "2800580" "4" "3" "181122" "1740" "1740" "022"
"1027" "2800436" "2" "0" "181122" "1740" "1740" "022"
"1028" "2800540" "3" "0" "181122" "1741" "1741" "022"
"1029" "2800457" "0" "1" "181122" "1741" "1741" "022"
"1030" "2800477" "3" "2" "181122" "1742" "1742" "022"
"1031" "2800497" "0" "5" "181122" "1742" "1742" "022"
"1032" "2800438" "1" "1" "181122" "1743" "1743" "022"
"1033" "2800417" "1" "0" "181122" "1743" "1743" "022"
"1034" "2800437" "1" "0" "181122" "1744" "1744" "022"
"1035" "2800498" "1" "0" "181122" "1744" "1744" "022"
"1036" "2800440" "1" "0" "181122" "1744" "1744" "022"
"1037" "2800479" "0" "1" "181122" "1745" "1745" "022"
"1038" "2800397" "5" "4" "181122" "1745" "1745" "022"
"1039" "2800317" "10" "7" "181122" "1746" "1746" "022"
"1040" "2800606" "0" "3" "191122" "0938" "0938" "022"
"1041" "2800611" "4" "0" "191122" "0939" "0939" "022"
"1042" "2800621" "0" "1" "191122" "0939" "0939" "022"
"1043" "2800641" "0" "2" "191122" "0940" "0940" "022"
"1044" "2800651" "4" "1" "191122" "0940" "0940" "022"
"1045" "2800671" "0" "1" "191122" "0941" "0941" "022"
"1046" "2800681" "1" "1" "191122" "0941" "0941" "022"
"1047" "2800691" "0" "1" "191122" "0942" "0942" "022"
"1048" "2800612" "0" "2" "191122" "0942" "0942" "022"
"1049" "2800632" "3" "1" "191122" "0943" "0943" "022"
"1050" "2800652" "2" "0" "191122" "0943" "0943" "022"
"1051" "2800672" "0" "1" "191122" "0944" "0944" "022"
"1052" "2800692" "0" "2" "191122" "0944" "0944" "022"
"1053" "2800603" "1" "0" "191122" "0944" "0944" "022"
"1054" "2800633" "2" "1" "191122" "0945" "0945" "022"
"1055" "2800643" "1" "0" "191122" "0946" "0946" "022"
"1056" "2800653" "0" "2" "191122" "0946" "0946" "022"
"1057" "2800673" "0" "1" "191122" "0947" "0947" "022"
"1058" "2800693" "1" "1" "191122" "0947" "0947" "022"
"1059" "2800604" "0" "1" "191122" "0948" "0948" "022"
"1060" "2800614" "0" "1" "191122" "0948" "0948" "022"
"1061" "2800634" "2" "2" "191122" "0953" "0953" "022"
"1062" "2800669" "1" "0" "191122" "0954" "0954" "022"
"1063" "2800674" "1" "1" "191122" "0954" "0954" "022"
"1064" "2800684" "1" "0" "191122" "0955" "0955" "022"
"1065" "2800511" "3" "2" "191122" "0955" "0955" "022"
"1066" "2800531" "0" "1" "191122" "0956" "0956" "022"
"1067" "2800541" "0" "1" "191122" "0956" "0956" "022"
"1068" "2800551" "1" "1" "191122" "0957" "0957" "022"
"1069" "2800571" "0" "1" "191122" "0957" "0957" "022"
"1070" "2800591" "1" "0" "191122" "0958" "0958" "022"
"1071" "2800532" "2" "1" "191122" "0958" "0958" "022"
"1072" "2800552" "0" "1" "191122" "0959" "0959" "022"
"1073" "2800567" "1" "0" "191122" "0959" "0959" "022"
"1074" "2800572" "1" "0" "191122" "0959" "0959" "022"
"1075" "2800592" "1" "0" "191122" "1000" "1000" "022"
"1076" "2800533" "1" "1" "191122" "1000" "1000" "022"
"1077" "2800553" "0" "2" "191122" "1001" "1001" "022"
"1078" "2800593" "3" "2" "191122" "1006" "1006" "022"
"1079" "2800524" "1" "0" "191122" "1006" "1006" "022"
"1080" "2800534" "1" "2" "191122" "1007" "1007" "022"
"1081" "2800554" "1" "0" "191122" "1008" "1008" "022"
"1082" "2800564" "0" "1" "191122" "1008" "1008" "022"
"1083" "2800574" "0" "1" "191122" "1008" "1008" "022"
"1084" "2800584" "0" "1" "191122" "1009" "1009" "022"
"1085" "2800505" "1" "0" "191122" "1009" "1009" "022"
"1086" "2800515" "1" "1" "191122" "1010" "1010" "022"
"1087" "2800525" "1" "0" "191122" "1010" "1010" "022"
"1088" "2800535" "4" "1" "191122" "1011" "1011" "022"
"1089" "2800545" "1" "0" "191122" "1012" "1012" "022"
"1090" "2800555" "2" "0" "191122" "1012" "1012" "022"
"1091" "2800575" "1" "0" "191122" "1013" "1013" "022"
"1092" "2800590" "5" "8" "191122" "1013" "1013" "022"
"1093" "2800595" "2" "1" "191122" "1014" "1014" "022"
"1094" "2800406" "6" "4" "191122" "1015" "1015" "022"
"1095" "2800421" "0" "2" "191122" "1016" "1016" "022"
"1096" "2800446" "0" "2" "191122" "1016" "1016" "022"
"1097" "2800471" "0" "1" "191122" "1017" "1017" "022"
"1098" "2800486" "0" "2" "191122" "1017" "1017" "022"
"1099" "2800491" "0" "1" "191122" "1018" "1018" "022"
"1100" "2800427" "4" "2" "191122" "1023" "1023" "022"
"1101" "2800452" "0" "1" "191122" "1023" "1023" "022"
"1102" "2800472" "0" "1" "191122" "1024" "1024" "022"
"1103" "2800482" "0" "1" "191122" "1024" "1024" "022"
"1104" "2800403" "0" "1" "191122" "1024" "1024" "022"
"1105" "2800408" "1" "3" "191122" "1025" "1025" "022"
"1106" "2800413" "0" "2" "191122" "1026" "1026" "022"
"1107" "2800433" "2" "4" "191122" "1026" "1026" "022"
"1108" "2800453" "1" "0" "191122" "1027" "1027" "022"
"1109" "2800463" "0" "1" "191122" "1027" "1027" "022"
"1110" "2800468" "1" "0" "191122" "1027" "1027" "022"
"1111" "2800473" "3" "2" "191122" "1028" "1028" "022"
"1112" "2800493" "2" "2" "191122" "1028" "1028" "022"
"1113" "2800414" "0" "2" "191122" "1029" "1029" "022"
"1114" "2800434" "3" "0" "191122" "1029" "1029" "022"
"1115" "2800449" "1" "0" "191122" "1030" "1030" "022"
"1116" "2800454" "2" "0" "191122" "1030" "1030" "022"
"1117" "2800474" "3" "2" "191122" "1031" "1031" "022"
"1118" "2800494" "2" "1" "191122" "1031" "1031" "022"
"1119" "2800415" "0" "1" "191122" "1032" "1032" "022"
"1120" "2800435" "0" "1" "191122" "1036" "1036" "022"
"1121" "2800450" "2" "0" "191122" "1036" "1036" "022"
"1122" "2800455" "1" "2" "191122" "1036" "1036" "022"
"1123" "2800465" "0" "1" "191122" "1037" "1037" "022"
"1124" "2800475" "0" "2" "191122" "1037" "1037" "022"
"1125" "2800490" "1" "3" "191122" "1038" "1038" "022"
"1126" "2800495" "2" "2" "191122" "1038" "1038" "022"
"1127" "2800311" "3" "0" "191122" "1038" "1038" "022"
"1128" "2800331" "1" "0" "191122" "1039" "1039" "022"
"1129" "2800371" "0" "1" "191122" "1039" "1039" "022"
"1130" "2800391" "1" "1" "191122" "1039" "1039" "022"
"1131" "2800312" "2" "1" "191122" "1040" "1040" "022"
"1132" "2800327" "1" "0" "191122" "1040" "1040" "022"
"1133" "2800372" "2" "0" "191122" "1041" "1041" "022"
"1134" "2800616" "1" "1" "191122" "1051" "1051" "022"
"1135" "2800676" "0" "1" "191122" "1051" "1051" "022"
"1136" "2800617" "0" "1" "191122" "1051" "1051" "022"
"1137" "2800697" "0" "1" "191122" "1052" "1052" "022"
"1138" "2800658" "1" "0" "191122" "1052" "1052" "022"
"1139" "2800659" "1" "0" "191122" "1052" "1052" "022"
"1140" "2800679" "0" "1" "191122" "1053" "1053" "022"
"1141" "2800699" "1" "0" "191122" "1053" "1053" "022"
"1142" "2800637" "1" "0" "191122" "1054" "1054" "022"
"1143" "2800599" "1" "0" "191122" "1054" "1054" "022"
"1144" "2800519" "1" "0" "191122" "1054" "1054" "022"
"1145" "2800576" "1" "0" "191122" "1055" "1055" "022"
"1146" "2800517" "2" "0" "191122" "1055" "1055" "022"
"1147" "2800596" "1" "0" "191122" "1056" "1056" "022"
"1148" "2800557" "1" "0" "191122" "1056" "1056" "022"
"1149" "2800577" "1" "0" "191122" "1056" "1056" "022"
"1150" "2800597" "2" "1" "191122" "1057" "1057" "022"
"1151" "2800538" "0" "1" "191122" "1057" "1057" "022"
"1152" "2800598" "1" "0" "191122" "1058" "1058" "022"
"1153" "2800579" "0" "1" "191122" "1058" "1058" "022"
"1154" "2800560" "1" "2" "191122" "1059" "1059" "022"
"1155" "2800580" "1" "0" "191122" "1059" "1059" "022"
"1156" "2800520" "2" "1" "191122" "1100" "1100" "022"
"1157" "2800540" "1" "2" "191122" "1100" "1100" "022"
"1158" "2800457" "1" "0" "191122" "1101" "1101" "022"
"1159" "2800477" "0" "3" "191122" "1101" "1101" "022"
"1160" "2800498" "1" "2" "191122" "1101" "1101" "022"
"1161" "2800440" "0" "1" "191122" "1102" "1102" "022"
"1162" "2800460" "1" "0" "191122" "1102" "1102" "022"
"1163" "2800480" "2" "0" "191122" "1103" "1103" "022"
"1164" "2800397" "2" "0" "191122" "1103" "1103" "022"
"1165" "2800317" "2" "1" "191122" "1104" "1104" "022"
"1166" "2800601" "0" "1" "201122" "1153" "1153" "022"
"1167" "2800606" "0" "1" "201122" "1154" "1154" "022"
"1168" "2800611" "2" "2" "201122" "1154" "1154" "022"
"1169" "2800651" "2" "1" "201122" "1154" "1154" "022"
"1170" "2800671" "1" "2" "201122" "1155" "1155" "022"
"1171" "2800691" "2" "1" "201122" "1155" "1155" "022"
"1172" "2800612" "1" "0" "201122" "1156" "1156" "022"
"1173" "2800632" "2" "2" "201122" "1156" "1156" "022"
"1174" "2800652" "1" "3" "201122" "1157" "1157" "022"
"1175" "2800662" "0" "1" "201122" "1157" "1157" "022"
"1176" "2800672" "0" "1" "201122" "1158" "1158" "022"
"1177" "2800692" "3" "1" "201122" "1158" "1158" "022"
"1178" "2800603" "0" "1" "201122" "1159" "1159" "022"
"1179" "2800613" "0" "1" "201122" "1159" "1159" "022"
"1180" "2800633" "1" "2" "201122" "1200" "1200" "022"
"1181" "2800643" "0" "1" "201122" "1200" "1200" "022"
"1182" "2800653" "0" "1" "201122" "1201" "1201" "022"
"1183" "2800693" "2" "2" "201122" "1201" "1201" "022"
"1184" "2800644" "0" "2" "201122" "1206" "1206" "022"
"1185" "2800654" "0" "1" "201122" "1206" "1206" "022"
"1186" "2800664" "1" "2" "201122" "1207" "1207" "022"
"1187" "2800674" "1" "0" "201122" "1207" "1207" "022"
"1188" "2800684" "1" "0" "201122" "1208" "1208" "022"
"1189" "2800506" "0" "1" "201122" "1208" "1208" "022"
"1190" "2800511" "1" "1" "201122" "1209" "1209" "022"
"1191" "2800531" "0" "2" "201122" "1209" "1209" "022"
"1192" "2800541" "0" "1" "201122" "1210" "1210" "022"
"1193" "2800551" "3" "2" "201122" "1210" "1210" "022"
"1194" "2800571" "1" "1" "201122" "1211" "1211" "022"
"1195" "2800581" "1" "3" "201122" "1211" "1211" "022"
"1196" "2800591" "1" "1" "201122" "1212" "1212" "022"
"1197" "2800512" "2" "0" "201122" "1212" "1212" "022"
"1198" "2800522" "0" "1" "201122" "1212" "1212" "022"
"1199" "2800532" "2" "1" "201122" "1213" "1213" "022"
"1200" "2800542" "0" "1" "201122" "1213" "1213" "022"
"1201" "2800552" "2" "1" "201122" "1214" "1214" "022"
"1202" "2800562" "2" "1" "201122" "1214" "1214" "022"
"1203" "2800572" "0" "2" "201122" "1215" "1215" "022"
"1204" "2800582" "0" "1" "201122" "1215" "1215" "022"
"1205" "2800592" "3" "1" "201122" "1216" "1216" "022"
"1206" "2800503" "0" "2" "201122" "1216" "1216" "022"
"1207" "2800513" "0" "1" "201122" "1217" "1217" "022"
"1208" "2800523" "1" "1" "201122" "1217" "1217" "022"
"1209" "2800533" "1" "1" "201122" "1218" "1218" "022"
"1210" "2800543" "0" "1" "201122" "1218" "1218" "022"
"1211" "2800563" "0" "3" "201122" "1218" "1218" "022"
"1212" "2800583" "0" "4" "201122" "1223" "1223" "022"
"1213" "2800593" "2" "2" "201122" "1224" "1224" "022"
"1214" "2800524" "2" "0" "201122" "1224" "1224" "022"
"1215" "2800529" "0" "1" "201122" "1225" "1225" "022"
"1216" "2800544" "0" "2" "201122" "1225" "1225" "022"
"1217" "2800554" "2" "2" "201122" "1226" "1226" "022"
"1218" "2800564" "1" "1" "201122" "1226" "1226" "022"
"1219" "2800574" "2" "1" "201122" "1227" "1227" "022"
"1220" "2800589" "0" "2" "201122" "1227" "1227" "022"
"1221" "2800505" "0" "1" "201122" "1227" "1227" "022"
"1222" "2800515" "1" "0" "201122" "1228" "1228" "022"
"1223" "2800535" "3" "3" "201122" "1228" "1228" "022"
"1224" "2800550" "0" "1" "201122" "1229" "1229" "022"
"1225" "2800555" "3" "0" "201122" "1229" "1229" "022"
"1226" "2800575" "1" "0" "201122" "1230" "1230" "022"
"1227" "2800585" "1" "1" "201122" "1230" "1230" "022"
"1228" "2800590" "1" "1" "201122" "1231" "1231" "022"
"1229" "2800595" "5" "0" "201122" "1231" "1231" "022"
"1230" "2800406" "4" "8" "201122" "1232" "1232" "022"
"1231" "2800411" "1" "2" "201122" "1233" "1233" "022"
"1232" "2800421" "1" "1" "201122" "1233" "1233" "022"
"1233" "2800431" "4" "2" "201122" "1234" "1234" "022"
"1234" "2800446" "1" "4" "201122" "1235" "1235" "022"
"1235" "2800451" "1" "0" "201122" "1235" "1235" "022"
"1236" "2800471" "2" "2" "201122" "1236" "1236" "022"
"1237" "2800486" "1" "1" "201122" "1236" "1236" "022"
"1238" "2800402" "3" "2" "201122" "1241" "1241" "022"
"1239" "2800412" "2" "1" "201122" "1242" "1242" "022"
"1240" "2800427" "3" "4" "201122" "1242" "1242" "022"
"1241" "2800432" "1" "2" "201122" "1243" "1243" "022"
"1242" "2800452" "3" "2" "201122" "1244" "1244" "022"
"1243" "2800472" "2" "2" "201122" "1244" "1244" "022"
"1244" "2800482" "0" "2" "201122" "1245" "1245" "022"
"1245" "2800492" "3" "4" "201122" "1245" "1245" "022"
"1246" "2800403" "0" "3" "201122" "1246" "1246" "022"
"1247" "2800413" "1" "0" "201122" "1247" "1247" "022"
"1248" "2800408" "5" "8" "201122" "1256" "1256" "022"
"1249" "2800423" "1" "2" "201122" "1256" "1256" "022"
"1250" "2800433" "1" "1" "201122" "1257" "1257" "022"
"1251" "2800453" "0" "1" "201122" "1257" "1257" "022"
"1252" "2800463" "0" "2" "201122" "1258" "1258" "022"
"1253" "2800468" "1" "0" "201122" "1258" "1258" "022"
"1254" "2800473" "2" "1" "201122" "1258" "1258" "022"
"1255" "2800493" "3" "1" "201122" "1259" "1259" "022"
"1256" "2800414" "4" "1" "201122" "1259" "1259" "022"
"1257" "2800434" "2" "0" "201122" "1300" "1300" "022"
"1258" "2800454" "3" "6" "201122" "1300" "1300" "022"
"1259" "2800474" "1" "3" "201122" "1301" "1301" "022"
"1260" "2800494" "1" "2" "201122" "1302" "1302" "022"
"1261" "2800410" "1" "1" "201122" "1302" "1302" "022"
"1262" "2800415" "1" "1" "201122" "1302" "1302" "022"
"1263" "2800435" "2" "2" "201122" "1306" "1306" "022"
"1264" "2800450" "3" "1" "201122" "1306" "1306" "022"
"1265" "2800455" "3" "3" "201122" "1307" "1307" "022"
"1266" "2800465" "1" "2" "201122" "1307" "1307" "022"
"1267" "2800475" "1" "0" "201122" "1308" "1308" "022"
"1268" "2800490" "0" "3" "201122" "1308" "1308" "022"
"1269" "2800311" "3" "1" "201122" "1308" "1308" "022"
"1270" "2800331" "2" "1" "201122" "1309" "1309" "022"
"1271" "2800371" "2" "4" "201122" "1309" "1309" "022"
"1272" "2800381" "0" "1" "201122" "1310" "1310" "022"
"1273" "2800391" "3" "6" "201122" "1310" "1310" "022"
"1274" "2800312" "5" "4" "201122" "1311" "1311" "022"
"1275" "2800351" "2" "1" "201122" "1311" "1311" "022"
"1276" "2800332" "2" "0" "201122" "1311" "1311" "022"
"1277" "2800367" "0" "1" "201122" "1312" "1312" "022"
"1278" "2800372" "5" "2" "201122" "1312" "1312" "022"
"1279" "2800392" "5" "3" "201122" "1313" "1313" "022"
"1280" "2800676" "0" "1" "201122" "1319" "1319" "022"
"1281" "2800697" "2" "1" "201122" "1319" "1319" "022"
"1282" "2800698" "1" "0" "201122" "1319" "1319" "022"
"1283" "2800639" "0" "1" "201122" "1320" "1320" "022"
"1284" "2800659" "0" "1" "201122" "1320" "1320" "022"
"1285" "2800699" "2" "0" "201122" "1320" "1320" "022"
"1286" "2800637" "0" "2" "201122" "1321" "1321" "022"
"1287" "2800599" "1" "0" "201122" "1321" "1321" "022"
"1288" "2800576" "1" "0" "201122" "1321" "1321" "022"
"1289" "2800596" "1" "0" "201122" "1322" "1322" "022"
"1290" "2800557" "1" "1" "201122" "1322" "1322" "022"
"1291" "2800597" "1" "1" "201122" "1323" "1323" "022"
"1292" "2800518" "1" "0" "201122" "1323" "1323" "022"
"1293" "2800538" "1" "0" "201122" "1323" "1323" "022"
"1294" "2800558" "1" "0" "201122" "1324" "1324" "022"
"1295" "2800578" "3" "2" "201122" "1324" "1324" "022"
"1296" "2800598" "1" "0" "201122" "1325" "1325" "022"
"1297" "2800539" "0" "1" "201122" "1325" "1325" "022"
"1298" "2800580" "3" "0" "201122" "1326" "1326" "022"
"1299" "2800600" "1" "0" "201122" "1326" "1326" "022"
"1300" "2800436" "0" "1" "201122" "1326" "1326" "022"
"1301" "2800456" "0" "1" "201122" "1326" "1326" "022"
"1302" "2800520" "1" "2" "201122" "1327" "1327" "022"
"1303" "2800457" "2" "1" "201122" "1328" "1328" "022"
"1304" "2800477" "1" "1" "201122" "1328" "1328" "022"
"1305" "2800497" "0" "1" "201122" "1328" "1328" "022"
"1306" "2800417" "2" "0" "201122" "1329" "1329" "022"
"1307" "2800437" "1" "0" "201122" "1329" "1329" "022"
"1308" "2800478" "0" "1" "201122" "1330" "1330" "022"
"1309" "2800498" "2" "0" "201122" "1330" "1330" "022"
"1310" "2800459" "1" "0" "201122" "1331" "1331" "022"
"1311" "2800440" "1" "0" "201122" "1331" "1331" "022"
"1312" "2800460" "1" "0" "201122" "1331" "1331" "022"
"1313" "2800480" "0" "1" "201122" "1332" "1332" "022"
"1314" "2800499" "0" "1" "201122" "1332" "1332" "022"
"1315" "2800479" "1" "0" "201122" "1332" "1332" "022"
"1316" "2800397" "1" "0" "201122" "1333" "1333" "022"
"1317" "2800317" "3" "6" "201122" "1333" "1333" "022"
"1318" "2800376" "1" "1" "201122" "1334" "1334" "022"
"1319" "2800601" "1" "0" "211122" "1102" "1102" "022"
"1320" "2800606" "0" "1" "211122" "1102" "1102" "022"
"1321" "2800651" "0" "1" "211122" "1102" "1102" "022"
"1322" "2800671" "0" "1" "211122" "1103" "1103" "022"
"1323" "2800681" "1" "0" "211122" "1103" "1103" "022"
"1324" "2800612" "1" "0" "211122" "1103" "1103" "022"
"1325" "2800622" "1" "0" "211122" "1104" "1104" "022"
"1326" "2800632" "1" "3" "211122" "1104" "1104" "022"
"1327" "2800613" "0" "1" "211122" "1105" "1105" "022"
"1328" "2800653" "1" "1" "211122" "1105" "1105" "022"
"1329" "2800693" "0" "2" "211122" "1105" "1105" "022"
"1330" "2800624" "0" "1" "211122" "1106" "1106" "022"
"1331" "2800522" "0" "1" "211122" "1108" "1108" "022"
"1332" "2800684" "1" "0" "211122" "1110" "1110" "022"
"1333" "2800511" "1" "1" "211122" "1111" "1111" "022"
"1334" "2800531" "1" "0" "211122" "1111" "1111" "022"
"1335" "2800541" "0" "2" "211122" "1111" "1111" "022"
"1336" "2800551" "1" "1" "211122" "1112" "1112" "022"
"1337" "2800561" "0" "1" "211122" "1112" "1112" "022"
"1338" "2800591" "0" "3" "211122" "1113" "1113" "022"
"1339" "2800512" "2" "1" "211122" "1114" "1114" "022"
"1340" "2800532" "1" "0" "211122" "1114" "1114" "022"
"1341" "2800542" "1" "5" "211122" "1115" "1115" "022"
"1342" "2800552" "1" "1" "211122" "1115" "1115" "022"
"1343" "2800572" "0" "1" "211122" "1115" "1115" "022"
"1344" "2800592" "0" "2" "211122" "1116" "1116" "022"
"1345" "2800513" "0" "2" "211122" "1117" "1117" "022"
"1346" "2800523" "0" "1" "211122" "1117" "1117" "022"
"1347" "2800533" "3" "0" "211122" "1117" "1117" "022"
"1348" "2800563" "0" "1" "211122" "1118" "1118" "022"
"1349" "2800593" "3" "0" "211122" "1123" "1123" "022"
"1350" "2800524" "2" "0" "211122" "1124" "1124" "022"
"1351" "2800534" "0" "1" "211122" "1124" "1124" "022"
"1352" "2800544" "0" "1" "211122" "1125" "1125" "022"
"1353" "2800554" "0" "2" "211122" "1125" "1125" "022"
"1354" "2800574" "2" "3" "211122" "1125" "1125" "022"
"1355" "2800584" "1" "0" "211122" "1126" "1126" "022"
"1356" "2800505" "0" "3" "211122" "1126" "1126" "022"
"1357" "2800515" "1" "0" "211122" "1127" "1127" "022"
"1358" "2800525" "1" "0" "211122" "1127" "1127" "022"
"1359" "2800535" "1" "1" "211122" "1128" "1128" "022"
"1360" "2800555" "1" "1" "211122" "1129" "1129" "022"
"1361" "2800575" "2" "1" "211122" "1129" "1129" "022"
"1362" "2800585" "0" "2" "211122" "1130" "1130" "022"
"1363" "2800406" "3" "3" "211122" "1130" "1130" "022"
"1364" "2800411" "2" "0" "211122" "1131" "1131" "022"
"1365" "2800431" "1" "1" "211122" "1131" "1131" "022"
"1366" "2800446" "1" "0" "211122" "1132" "1132" "022"
"1367" "2800451" "1" "1" "211122" "1132" "1132" "022"
"1368" "2800461" "1" "4" "211122" "1133" "1133" "022"
"1369" "2800471" "2" "1" "211122" "1134" "1134" "022"
"1370" "2800491" "0" "1" "211122" "1134" "1134" "022"
"1371" "2800402" "0" "1" "211122" "1138" "1138" "022"
"1372" "2800412" "1" "1" "211122" "1138" "1138" "022"
"1373" "2800452" "0" "1" "211122" "1139" "1139" "022"
"1374" "2800462" "1" "0" "211122" "1139" "1139" "022"
