"BC7" "NumDead" "DateDDMMYY" "TimeHHMM" "ScanYYMMDDHHMM" "ScanExperimenter"
"476" "2800399" "20" "261122" "1226" "2211261226" "ies"
"477" "2800310" "20" "261122" "1226" "2211261226" "ies"
"478" "2800358" "20" "261122" "1226" "2211261226" "ies"
"479" "2800344" "20" "261122" "1226" "2211261226" "ies"
"480" "2800320" "19" "261122" "1226" "2211261226" "ies"
"481" "2800339" "20" "261122" "1226" "2211261226" "ies"
"482" "2800355" "20" "261122" "1226" "2211261226" "ies"
"483" "2800308" "20" "261122" "1226" "2211261226" "ies"
"484" "2800360" "20" "261122" "1227" "2211261227" "ies"
"485" "2800394" "19" "261122" "1227" "2211261227" "ies"
"486" "2800365" "21" "261122" "1227" "2211261227" "ies"
"487" "2800389" "20" "261122" "1227" "2211261227" "ies"
"488" "2800363" "19" "261122" "1227" "2211261227" "ies"
"489" "2800313" "20" "261122" "1227" "2211261227" "ies"
"490" "2800384" "20" "261122" "1227" "2211261227" "ies"
"491" "2800334" "20" "261122" "1227" "2211261227" "ies"
"492" "2800370" "20" "261122" "1227" "2211261227" "ies"
"493" "2800373" "20" "261122" "1227" "2211261227" "ies"
"494" "2800379" "20" "261122" "1227" "2211261227" "ies"
"495" "2800329" "20" "261122" "1227" "2211261227" "ies"
"496" "2800328" "20" "261122" "1227" "2211261227" "ies"
"497" "2800378" "21" "261122" "1227" "2211261227" "ies"
"498" "2800383" "20" "261122" "1228" "2211261228" "ies"
"499" "2800333" "20" "261122" "1228" "2211261228" "ies"
"500" "2800330" "20" "261122" "1228" "2211261228" "ies"
"501" "2800380" "20" "261122" "1228" "2211261228" "ies"
"502" "2800335" "20" "261122" "1228" "2211261228" "ies"
"503" "2800319" "20" "261122" "1228" "2211261228" "ies"
"504" "2800343" "20" "261122" "1228" "2211261228" "ies"
